owner_no,model_year,price,registered_year,kms_driven,mileage_kmpl,engine_cc,car_age,model_age,registration_lag,normalized_model_age,mileage_normalized,high_mileage,multiple_owners,brand_popularity,kms_per_year,city_bangalore,city_chennai,city_delhi,city_hyderabad,city_jaipur,city_kolkata,transmission_automatic,transmission_manual,fuel_type_cng,fuel_type_diesel,fuel_type_lpg,fuel_type_petrol,kms_High,kms_Low,kms_Moderate,kms_Unused,kms_Very_Low,brand_encoded,variant_name_encoded,model_encoded
2.498898836734912,2015,400000.0,2015,1.342725184811978,1.005948608958496,-0.8998925711725846,0.32831929910287033,0.3121432224680006,-0.20605576398357242,0.5854292024996671,1.0059486089584957,0,1,-0.5860693445416785,0.8083946414986553,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,18,424566.34688346885,440245.0331125828
0.9554922973471771,2018,811000.0,2018,-0.624107699220825,-0.745016472812289,0.4073653394804768,-0.44122500816735716,-0.45964757315282295,-0.20605576398357242,0.0846890310009468,-0.7450164728122888,0,1,-0.41932924687247025,-0.432875938628082,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,6,787214.2857142857,683109.0909090909
-0.5879142420405579,2018,585000.0,2018,-1.0917864649305975,1.2183607664192135,-0.37332174944660196,-0.44122500816735716,-0.45964757315282295,-0.20605576398357242,0.0846890310009468,1.2183607664192142,0,0,-0.041209753837216624,-0.93517744429523,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,28,470370.3703703704,521147.36842105264
-0.5879142420405579,2014,462000.0,2014,-0.9600919818370088,-0.14222521515349393,-0.3785612601105421,0.5848340681929461,0.5694068210082751,-0.20605576398357242,0.6916468146357598,-0.14222521515349335,0,0,-0.24342444197063073,-0.9503151050208369,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,9,433500.0,432471.69811320753
-0.5879142420405579,2015,790000.0,2015,-0.009142905113654756,1.1638225097738937,-0.24495373818006885,0.32831929910287033,0.3121432224680006,-0.20605576398357242,0.5854292024996671,1.1638225097738943,0,0,-0.5860693445416785,-0.20796915086152265,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,18,797000.0,837482.7586206896
-0.5879142420405579,2017,345000.0,2017,-0.5099649701614374,0.29695127256934145,-0.375941504778572,-0.18471023907728132,-0.20238397461254845,-0.20605576398357242,0.29333076912541384,0.29695127256934156,0,0,-1.3346100857451768,-0.42453933561693724,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,4,345000.0,330733.3333333333
-0.5879142420405579,2021,1200000.0,2021,-0.6850769500764711,-0.4149164983800923,-0.8998925711725846,-1.2107693154375847,-1.2314383687736465,-0.20605576398357242,-1.1671613977458515,-0.4149164983800924,0,0,-0.24342444197063073,0.04612179722852184,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9,1091833.3333333333,989975.0
-0.5879142420405579,2018,960000.0,2018,-0.5273590062518139,0.19648606295954296,0.31567390286152464,-0.44122500816735716,-0.45964757315282295,-0.20605576398357242,0.0846890310009468,0.19648606295954366,0,0,-0.5860693445416785,-0.32896484042821056,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,18,840000.0,695777.7777777778
-0.5879142420405579,2017,585000.0,2018,-1.0917864649305975,1.2183607664192135,-0.37332174944660196,-0.44122500816735716,-0.20238397461254845,2.8877364136960075,-1.1671613977458515,1.2183607664192142,0,0,-0.041209753837216624,-0.93517744429523,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,28,557500.0,521147.36842105264
-0.5879142420405579,2018,690000.0,2018,-0.2344542534345935,0.5179747337108994,-0.3785612601105421,-0.44122500816735716,-0.45964757315282295,-0.20605576398357242,0.0846890310009468,0.5179747337108995,0,0,-0.5860693445416785,-0.014376047554822045,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,18,545750.0,643665.5172413794
-0.5879142420405579,2019,682000.0,2019,-0.800278642472967,-0.19963390635909423,-0.3785612601105421,-0.697739777257433,-0.7169111716930975,-0.20605576398357242,-0.19349995316500748,-0.1996339063590941,0,0,-0.24342444197063073,-0.5217150070975966,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,9,610133.3333333334,472567.5675675676
-0.5879142420405579,2018,825000.0,2018,-0.8427948939011282,-0.40056432557869226,-0.37332174944660196,-0.44122500816735716,-0.45964757315282295,-0.20605576398357242,0.0846890310009468,-0.4005643255786922,0,0,-0.024292905263022035,-0.6677527712149365,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,8,901105.2631578947,581642.8571428572
-0.5879142420405579,2018,595000.0,2018,-0.25860762997459813,1.2183607664192135,-0.37332174944660196,-0.44122500816735716,-0.45964757315282295,-0.20605576398357242,0.0846890310009468,1.2183607664192142,0,0,-0.041209753837216624,-0.04031752339792003,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,28,564000.0,521147.36842105264
2.498898836734912,2014,690000.0,2014,1.0917734050521162,-1.2903990392654843,2.1940384758840596,0.5848340681929461,0.5694068210082751,-0.20605576398357242,0.6916468146357598,-1.2903990392654836,0,1,1.2644443029837509,0.45208213501941585,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,15,784500.0,985120.0
