city,transmission,owner_no,brand,model,model_year,variant_name,price,registered_year,fuel_type,kms_driven,engine_cc,mileage_kmpl,car_age,mileage_normalized,brand_popularity,price_per_km,age_group,high_mileage,multiple_owners
bangalore,manual,1,hyundai,hyundai i20,2018,1.4 sportz,775000.0,2018,diesel,34000,1396,22.54,6,3.7566666666666664,607984.020282729,34383.318544809226,mid-age,1,0
bangalore,automatic,2,maruti,maruti swift,2018,vxi amt,655000.0,2018,petrol,42162,1197,22.56,6,3.76,506751.9858898498,29033.687943262412,mid-age,1,1
bangalore,automatic,2,maruti,maruti celerio,2016,zxi at,525000.0,2016,petrol,48041,998,23.1,8,2.8875,506751.9858898498,22727.272727272724,old,1,1
bangalore,manual,3,renault,renault kwid,2020,climber 1.0 mt opt bsiv,442000.0,2020,petrol,43285,999,23.01,4,5.7525,535356.2091503268,19209.039548022596,mid-age,1,1
bangalore,manual,1,hyundai,hyundai i20,2012,asta 1.2,476000.0,2012,petrol,44326,1197,18.5,12,1.5416666666666667,607984.020282729,25729.72972972973,old,0,0
bangalore,automatic,2,volkswagen,volkswagen polo,2017,gt tsi,865000.0,2017,petrol,62984,1197,17.21,7,2.4585714285714286,704698.5815602837,50261.47588611272,mid-age,0,1
bangalore,manual,2,maruti,maruti swift,2010,vxi,338000.0,2010,petrol,99276,1197,22.38,14,1.5985714285714285,506751.9858898498,15102.770330652369,old,1,1
bangalore,automatic,2,hyundai,hyundai creta,2018,1.6 vtvt at sx plus,1299000.0,2018,petrol,42812,1591,13.0,6,2.1666666666666665,607984.020282729,99923.07692307692,mid-age,0,1
bangalore,manual,1,maruti,maruti swift,2013,zxi,492000.0,2014,petrol,57770,1197,22.38,10,2.238,506751.9858898498,21983.914209115283,old,1,0
bangalore,automatic,3,hyundai,hyundai grand i10,2017,1.2 kappa sportz option at,544000.0,2017,petrol,42220,1197,18.9,7,2.6999999999999997,607984.020282729,28783.068783068786,mid-age,0,1
bangalore,automatic,1,mahindra,mahindra xuv500,2016,at w10 fwd,1365000.0,2016,diesel,66977,2179,16.0,8,2.0,979000.0,85312.5,old,0,0
bangalore,manual,1,hyundai,hyundai venue,2021,sx turbo imt,1085000.0,2021,petrol,29916,998,18.0,3,6.0,607984.020282729,60277.77777777778,mid-age,0,0
bangalore,automatic,1,skoda,skoda slavia,2022,1.0 tsi ambition at bsvi,1488000.0,2022,petrol,10066,999,18.07,2,9.035,999269.2307692308,82346.4305478694,new,0,0
bangalore,automatic,2,skoda,skoda rapid,2019,1.6 mpi at ambition bsiv,939000.0,2019,petrol,39243,1598,14.84,5,2.968,999269.2307692308,63274.932614555255,mid-age,0,1
bangalore,automatic,2,skoda,skoda rapid,2017,1.6 mpi at ambition bsiv,888000.0000000001,2018,petrol,36309,1598,14.84,6,2.473333333333333,999269.2307692308,59838.274932614564,mid-age,0,1
bangalore,automatic,1,maruti,maruti celerio,2014,vxi at,425000.0,2014,petrol,69408,998,23.1,10,2.31,506751.9858898498,18398.268398268396,old,1,0
bangalore,automatic,2,honda,honda amaze,2019,v cvt petrol bsiv,818000.0,2019,petrol,12064,1199,19.0,5,3.8,625329.2089728453,43052.63157894737,mid-age,0,1
bangalore,automatic,1,mercedes-benz,mercedes-benz e-class,2013,e250 cdi avantgarde,1944000.0,2013,diesel,74000,2143,14.21,11,1.291818181818182,3530416.6666666665,136805.06685432792,old,0,0
bangalore,automatic,1,maruti,maruti swift,2018,amt vxi bsiv,695000.0,2018,petrol,18000,1197,22.0,6,3.6666666666666665,506751.9858898498,31590.909090909092,mid-age,1,0
bangalore,automatic,1,volkswagen,volkswagen vento,2010,petrol highline at,475000.0,2010,petrol,59000,1598,14.4,14,1.0285714285714287,704698.5815602837,32986.11111111111,old,0,0
bangalore,manual,1,hyundai,hyundai grand i10,2018,1.2 kappa magna bsiv,551000.0,2019,petrol,17190,1197,18.9,5,3.78,607984.020282729,29153.439153439154,mid-age,0,0
bangalore,manual,1,maruti,maruti wagon r,2013,vxi bs iv,352000.0,2013,petrol,58323,998,18.9,11,1.718181818181818,506751.9858898498,18624.338624338627,old,0,0
bangalore,manual,1,honda,honda city,2015,i vtec sv,600000.0,2015,petrol,40765,1497,17.8,9,1.9777777777777779,625329.2089728453,33707.86516853933,old,0,0
bangalore,automatic,2,maruti,maruti celerio,2016,zxi amt,479000.0,2016,petrol,58198,998,26.0,8,3.25,506751.9858898498,18423.076923076922,old,1,1
bangalore,manual,1,hyundai,hyundai grand i10,2019,1.2 kappa sportz bsiv,559000.0,2019,petrol,42976,1197,18.9,5,3.78,607984.020282729,29576.719576719577,mid-age,0,0
bangalore,automatic,1,hyundai,hyundai tucson,2017,at crdi,1519000.0,2017,diesel,104507,1995,0.0,7,0.0,607984.020282729,inf,mid-age,0,0
bangalore,manual,1,maruti,maruti swift dzire,2012,vxi,409000.0,2012,petrol,44074,1197,22.41,12,1.8675,506751.9858898498,18250.78090138331,old,1,0
bangalore,automatic,1,maruti,maruti wagon r,2017,vxi amt,539000.0,2017,petrol,21000,998,21.79,7,3.1128571428571425,506751.9858898498,24736.117485084902,mid-age,1,0
bangalore,manual,1,maruti,maruti swift,2021,vxi,737000.0,2021,petrol,14089,1197,22.38,3,7.46,506751.9858898498,32931.18856121537,mid-age,1,0
bangalore,manual,2,honda,honda city,2014,i dtec sv,526000.0,2014,diesel,94378,1498,26.0,10,2.6,625329.2089728453,20230.76923076923,old,1,1
bangalore,automatic,1,mahindra,mahindra xuv500,2016,at w10 fwd,1350000.0,2016,diesel,71000,2179,16.0,8,2.0,979000.0,84375.0,old,0,0
bangalore,manual,1,toyota,toyota fortuner,2018,2.8 2wd mt bsiv,3194000.0,2018,diesel,174000,2755,14.24,6,2.3733333333333335,1290725.0,224297.75280898876,mid-age,0,0
bangalore,automatic,2,hyundai,hyundai grand i10,2016,asta option at,585000.0,2016,petrol,58000,1197,18.9,8,2.3625,607984.020282729,30952.380952380954,old,0,1
bangalore,automatic,2,audi,audi q3,2014,2.0 tdi quattro premium plus,1495000.0,2014,diesel,113000,1968,15.73,10,1.573,2360864.5161290322,95041.32231404958,old,0,1
bangalore,automatic,2,volvo,volvo xc 90,2010,d5 at awd,1090000.0,2010,diesel,170402,2400,11.1,14,0.7928571428571428,3188731.7073170734,98198.1981981982,old,0,1
bangalore,automatic,2,audi,audi a4,2016,35 tdi premium plus,2100000.0,2016,diesel,30000,1968,18.25,8,2.28125,2360864.5161290322,115068.49315068492,old,0,1
bangalore,manual,1,maruti,maruti swift dzire,2014,vxi,590000.0,2014,petrol,59000,1197,19.1,10,1.9100000000000001,506751.9858898498,30890.05235602094,old,0,0
bangalore,manual,1,mahindra,mahindra xuv500,2021,w11 option,1899000.0,2021,diesel,25883,2179,15.1,3,5.033333333333333,979000.0,125761.58940397351,mid-age,0,0
bangalore,manual,1,volkswagen,volkswagen taigun,2021,1.0 tsi topline bsvi,1545000.0,2021,petrol,32746,999,20.08,3,6.6933333333333325,704698.5815602837,76942.23107569721,mid-age,0,0
bangalore,automatic,1,skoda,skoda octavia,2017,style plus 1.8 tsi at,1895000.0,2017,petrol,35038,1798,14.7,7,2.1,999269.2307692308,128911.56462585034,mid-age,0,0
bangalore,manual,3,ford,ford freestyle,2018,titanium petrol bsiv,540000.0,2018,petrol,38995,1194,19.0,6,3.1666666666666665,732400.0,28421.052631578947,mid-age,0,1
bangalore,manual,1,maruti,maruti swift,2013,zxi,491000.0,2013,petrol,61102,1197,22.38,11,2.0345454545454547,506751.9858898498,21939.23145665773,old,1,0
bangalore,manual,2,skoda,skoda yeti,2012,ambition 4wd,625000.0,2012,diesel,132000,1968,17.67,12,1.4725000000000001,999269.2307692308,35370.68477645727,old,0,1
bangalore,manual,1,maruti,maruti s-presso,2021,vxi plus 2019-2022,436000.00000000006,2021,petrol,52288,998,21.7,3,7.233333333333333,506751.9858898498,20092.165898617513,mid-age,1,0
bangalore,automatic,1,honda,honda jazz,2017,1.2 v at i vtec,616000.0,2017,petrol,69054,1199,19.0,7,2.7142857142857144,625329.2089728453,32421.052631578947,mid-age,0,0
bangalore,manual,1,renault,renault duster,2015,petrol rxl,675000.0,2015,petrol,67000,1598,13.24,9,1.471111111111111,535356.2091503268,50981.87311178248,old,0,0
bangalore,manual,2,maruti,maruti swift dzire,2015,vdi,533000.0,2016,diesel,51745,1248,26.59,8,3.32375,506751.9858898498,20045.129748025574,old,1,1
bangalore,automatic,1,audi,audi a3 cabriolet,2015,40 tfsi premium plus,3495000.0000000005,2015,petrol,22000,1798,16.6,9,1.8444444444444446,2360864.5161290322,210542.1686746988,old,0,0
bangalore,manual,2,hyundai,hyundai grand i10,2017,1.2 kappa asta,626000.0,2017,petrol,11268,1197,18.9,7,2.6999999999999997,607984.020282729,33121.693121693126,mid-age,0,1
bangalore,manual,1,tata,tata tiago,2020,xz,632000.0,2020,petrol,24357,1199,20.09,4,5.0225,771862.8305882353,31458.437033349925,mid-age,0,0
bangalore,manual,2,toyota,toyota innova crysta,2016,2.4 vx mt 8 str,1775000.0,2016,diesel,157000,2393,13.68,8,1.71,1290725.0,129751.4619883041,old,0,1
bangalore,manual,1,honda,honda city,2018,1.5 v mt exclusive,1000000.0,2018,petrol,9982,1497,17.0,6,2.8333333333333335,625329.2089728453,58823.529411764706,mid-age,0,0
bangalore,automatic,1,audi,audi a3,2020,35 tdi premium plus,2875000.0,2020,diesel,22000,1968,20.38,4,5.095,2360864.5161290322,141069.67615309128,mid-age,0,0
bangalore,manual,1,hyundai,hyundai venue,2020,sx turbo imt,1085000.0,2020,petrol,27000,998,18.0,4,4.5,607984.020282729,60277.77777777778,mid-age,0,0
bangalore,automatic,2,bmw,bmw 3 series,2017,320d edition sport,2275000.0,2017,diesel,68000,1995,22.69,7,3.2414285714285715,3330939.5604395606,100264.4336712208,mid-age,1,1
bangalore,automatic,1,hyundai,hyundai venue,2022,sx plus turbo dct,1365000.0,2022,petrol,19000,998,18.15,2,9.075,607984.020282729,75206.61157024794,new,0,0
bangalore,automatic,2,bmw,bmw x1,2012,sdrive20d,1550000.0,2012,diesel,41000,1995,17.05,12,1.4208333333333334,3330939.5604395606,90909.09090909091,old,0,1
bangalore,automatic,1,bmw,bmw x1,2018,sdrive 20d xline,3025000.0,2018,diesel,49000,1995,20.68,6,3.4466666666666668,3330939.5604395606,146276.59574468085,mid-age,0,0
bangalore,automatic,2,bmw,bmw 5 series,2018,520d luxury line,4275000.0,2018,diesel,45000,1995,20.37,6,3.395,3330939.5604395606,209867.45213549337,mid-age,0,1
bangalore,automatic,2,bmw,bmw x5,2016,xdrive 30d,4450000.0,2016,diesel,75000,2993,11.7,8,1.4625,3330939.5604395606,380341.8803418804,old,0,1
bangalore,manual,1,maruti,maruti celerio,2015,zxi,483000.0,2015,petrol,39613,998,25.24,9,2.804444444444444,506751.9858898498,19136.291600633915,old,1,0
bangalore,automatic,2,honda,honda city,2018,i-vtec cvt zx,1007000.0,2018,petrol,68906,1497,18.0,6,3.0,625329.2089728453,55944.444444444445,mid-age,0,1
bangalore,automatic,1,renault,renault duster,2019,rxs option cvt bsiv,995000.0,2019,petrol,33000,1498,13.9,5,2.7800000000000002,535356.2091503268,71582.73381294963,mid-age,0,0
bangalore,manual,1,maruti,maruti swift dzire,2016,zxi,573000.0,2016,petrol,71423,1197,22.41,8,2.80125,506751.9858898498,25568.942436412315,old,1,0
bangalore,manual,1,maruti,maruti swift dzire,2015,zxi,658000.0,2015,petrol,17811,1197,22.41,9,2.49,506751.9858898498,29361.892012494423,old,1,0
bangalore,automatic,1,hyundai,hyundai creta,2017,1.6 sx automatic diesel,1245000.0,2017,diesel,79000,1582,17.6,7,2.5142857142857147,607984.020282729,70738.63636363635,mid-age,0,0
bangalore,automatic,1,maruti,maruti baleno,2020,1.2 cvt alpha,906000.0,2020,petrol,9724,1197,21.4,4,5.35,506751.9858898498,42336.448598130846,mid-age,0,0
bangalore,manual,1,hyundai,hyundai creta,2019,1.6 sx,1195000.0,2019,petrol,75000,1591,15.8,5,3.16,607984.020282729,75632.91139240506,mid-age,0,0
bangalore,manual,1,toyota,toyota yaris,2021,g,1031000.0,2021,petrol,20754,1496,17.1,3,5.7,1290725.0,60292.39766081871,mid-age,0,0
bangalore,manual,3,hyundai,hyundai grand i10,2015,sportz,413000.0,2015,petrol,50510,1197,18.9,9,2.0999999999999996,607984.020282729,21851.851851851854,old,0,1
bangalore,manual,1,hyundai,hyundai grand i10,2019,sportz petrol bsiv,624000.0,2019,petrol,35000,1197,18.9,5,3.78,607984.020282729,33015.87301587302,mid-age,0,0
bangalore,manual,3,hyundai,hyundai verna,2011,1.6 sx,465000.00000000006,2011,diesel,85000,1582,22.32,13,1.716923076923077,607984.020282729,20833.333333333336,old,1,1
bangalore,automatic,1,honda,honda city,2018,i vtec cvt vx,1050000.0,2018,petrol,48979,1497,18.0,6,3.0,625329.2089728453,58333.333333333336,mid-age,0,0
bangalore,manual,2,tata,tata nexon,2017,1.2 revotron xz plus,725000.0,2017,petrol,46000,1198,17.0,7,2.4285714285714284,771862.8305882353,42647.05882352941,mid-age,0,1
bangalore,automatic,1,mahindra,mahindra thar,2020,lx 4-str convert top diesel at bsvi,1800000.0,2021,diesel,9000,2184,0.0,3,0.0,979000.0,inf,mid-age,0,0
bangalore,manual,2,ford,ford aspire,2018,trend plus diesel,650000.0,2018,diesel,70000,1498,26.1,6,4.3500000000000005,732400.0,24904.21455938697,mid-age,1,1
bangalore,automatic,2,volvo,volvo s60,2014,d4 kinetic,1395000.0,2014,diesel,78000,1969,27.03,10,2.7030000000000003,3188731.7073170734,51609.32297447281,old,1,1
bangalore,manual,1,honda,honda amaze,2021,vx diesel,865000.0,2021,diesel,1500,1498,24.7,3,8.233333333333333,625329.2089728453,35020.24291497976,mid-age,1,0
bangalore,automatic,2,bmw,bmw 5 series,2011,520d sedan,1423000.0,2011,diesel,70000,1995,18.48,13,1.4215384615384616,3330939.5604395606,77002.1645021645,old,0,1
bangalore,automatic,1,mg,mg gloster,2023,savvy 6 str 4x2,4399000.0,2023,diesel,8187,1996,13.92,1,13.92,1869333.3333333333,316020.1149425287,new,0,0
bangalore,manual,3,maruti,maruti swift dzire,2014,zxi,475000.0,2014,petrol,81777,1197,22.41,10,2.241,506751.9858898498,21195.894689870594,old,1,1
bangalore,automatic,2,honda,honda city,2016,i vtec cvt vx,747000.0,2017,petrol,48698,1497,18.0,7,2.5714285714285716,625329.2089728453,41500.0,mid-age,0,1
bangalore,automatic,1,kia,kia seltos,2020,gtx plus dct,1590000.0,2020,petrol,21000,1353,16.5,4,4.125,1450737.1794871795,96363.63636363637,mid-age,0,0
bangalore,automatic,2,hyundai,hyundai grand i10,2016,asta option at,520000.0,2016,petrol,67771,1197,18.9,8,2.3625,607984.020282729,27513.227513227514,old,0,1
bangalore,manual,1,maruti,maruti swift dzire,2015,vxi,530000.0,2015,petrol,60386,1197,22.41,9,2.49,506751.9858898498,23650.156180276663,old,1,0
bangalore,manual,1,hyundai,hyundai i20,2010,asta 1.2,312000.0,2010,petrol,111374,1197,18.5,14,1.3214285714285714,607984.020282729,16864.864864864863,old,0,0
bangalore,manual,2,hyundai,hyundai creta,2017,1.6 e plus,920000.0,2017,petrol,33000,1591,15.8,7,2.257142857142857,607984.020282729,58227.84810126582,mid-age,0,1
bangalore,manual,1,maruti,maruti alto 800,2021,vxi plus bsvi,403000.0,2022,petrol,40561,796,22.05,2,11.025,506751.9858898498,18276.643990929704,new,1,0
bangalore,manual,1,maruti,maruti swift,2013,vxi,415000.00000000006,2013,petrol,92529,1197,22.38,11,2.0345454545454547,506751.9858898498,18543.34226988383,old,1,0
bangalore,automatic,1,honda,honda amaze,2019,vx cvt i-vtec,850000.0,2019,petrol,42000,1199,18.1,5,3.62,625329.2089728453,46961.325966850825,mid-age,0,0
bangalore,automatic,1,kia,kia carnival,2020,prestige,2700000.0,2020,diesel,55342,2199,14.11,4,3.5275,1450737.1794871795,191353.64989369243,mid-age,0,0
bangalore,manual,1,ford,ford ecosport,2021,sports diesel,1145000.0,2021,diesel,51000,1498,21.7,3,7.233333333333333,732400.0,52764.976958525345,mid-age,1,0
bangalore,manual,2,mahindra,mahindra xuv500,2018,w7,1275000.0,2018,diesel,37000,2179,15.1,6,2.5166666666666666,979000.0,84437.08609271524,mid-age,0,1
bangalore,manual,1,honda,honda jazz,2017,1.2 s i vtec,645000.0,2017,petrol,36468,1199,18.7,7,2.6714285714285713,625329.2089728453,34491.97860962567,mid-age,0,0
bangalore,manual,1,mahindra,mahindra xuv300,2022,w8 option bsvi,1440000.0,2022,petrol,11250,1197,16.82,2,8.41,979000.0,85612.36623067777,new,0,0
bangalore,manual,1,maruti,maruti ertiga,2019,zxi plus,1145000.0,2019,petrol,36000,1462,19.01,5,3.8020000000000005,506751.9858898498,60231.45712782745,mid-age,0,0
bangalore,automatic,1,hyundai,hyundai venue,2019,sx plus turbo dct bsiv,1225000.0,2019,petrol,36368,998,18.15,5,3.63,607984.020282729,67493.1129476584,mid-age,0,0
bangalore,automatic,2,mercedes-benz,mercedes-benz s-class,2016,s 350 cdi,5275000.0,2016,diesel,36000,2987,13.5,8,1.6875,3530416.6666666665,390740.74074074073,old,0,1
bangalore,automatic,3,bmw,bmw x3,2017,xdrive20d m sport,3800000.0,2018,diesel,62000,1995,18.56,6,3.0933333333333333,3330939.5604395606,204741.37931034484,mid-age,0,1
bangalore,manual,1,honda,honda city,2018,i-vtec vx,888000.0000000001,2018,petrol,39466,1497,17.4,6,2.9,625329.2089728453,51034.4827586207,mid-age,0,0
bangalore,manual,1,maruti,maruti swift,2014,vxi,507000.0,2014,petrol,49570,1197,22.38,10,2.238,506751.9858898498,22654.155495978554,old,1,0
bangalore,automatic,2,volkswagen,volkswagen vento,2018,1.2 tsi highline at,1020000.0,2018,petrol,23382,1197,18.19,6,3.0316666666666667,704698.5815602837,56074.766355140186,mid-age,0,1
bangalore,manual,1,maruti,maruti s-presso,2021,vxi opt 2019-2022,472000.0,2021,petrol,42954,998,21.7,3,7.233333333333333,506751.9858898498,21751.15207373272,mid-age,1,0
bangalore,manual,1,maruti,maruti swift,2014,vxi,471000.0,2014,petrol,68306,1197,22.38,10,2.238,506751.9858898498,21045.5764075067,old,1,0
bangalore,manual,1,hyundai,hyundai i20,2018,diesel sportz,821000.0000000001,2019,diesel,54961,1396,22.54,5,4.508,607984.020282729,36424.13487133985,mid-age,1,0
bangalore,manual,1,maruti,maruti swift,2015,vxi,510000.0,2015,petrol,91087,1197,22.38,9,2.4866666666666664,506751.9858898498,22788.20375335121,old,1,0
bangalore,manual,1,renault,renault kwid,2022,1.0 rxt opt,599000.0,2022,petrol,16691,999,21.74,2,10.87,535356.2091503268,27552.89788408464,new,1,0
bangalore,manual,1,maruti,maruti wagon r,2016,vxi optional,402000.0,2016,petrol,80190,998,20.51,8,2.56375,506751.9858898498,19600.195026816185,old,0,0
bangalore,manual,1,hyundai,hyundai creta,2017,1.6 vtvt sx plus dual tone,1002000.0,2017,petrol,54639,1591,15.29,7,2.184285714285714,607984.020282729,65533.02812295618,mid-age,0,0
bangalore,manual,1,maruti,maruti sx4 s cross,2020,zeta,975000.0,2020,petrol,50225,1462,18.55,4,4.6375,506751.9858898498,52560.64690026954,mid-age,0,0
bangalore,manual,1,hyundai,hyundai i20,2018,asta option diesel,795000.0,2018,diesel,68017,1396,22.54,6,3.7566666666666664,607984.020282729,35270.62999112689,mid-age,1,0
bangalore,manual,1,volkswagen,volkswagen polo,2016,1.2 mpi highline,550000.0,2016,petrol,87912,1199,16.2,8,2.025,704698.5815602837,33950.61728395062,old,0,0
bangalore,manual,1,tata,tata nexon,2021,xz plus (o) bsvi,1298000.0,2021,petrol,2045,1199,17.57,3,5.8566666666666665,771862.8305882353,73875.9248719408,mid-age,0,0
bangalore,manual,1,maruti,maruti sx4 s cross,2021,zeta,1085000.0,2021,petrol,24305,1462,18.55,3,6.183333333333334,506751.9858898498,58490.56603773584,mid-age,0,0
bangalore,automatic,1,tata,tata nano,2015,twist xta,335000.0,2015,petrol,2500,624,25.4,9,2.822222222222222,771862.8305882353,13188.976377952757,old,1,0
bangalore,automatic,1,tata,tata nexon,2020,xza plus amt bsvi,1109000.0,2020,petrol,31489,1199,17.05,4,4.2625,771862.8305882353,65043.98826979472,mid-age,0,0
bangalore,manual,2,fiat,fiat linea,2014,t-jet,350000.0,2014,petrol,82268,1368,14.6,10,1.46,288166.6666666667,23972.60273972603,old,0,1
bangalore,manual,1,ford,ford ecosport,2019,1.5 diesel titanium bsiv,894999.9999999999,2019,diesel,73834,1498,23.0,5,4.6,732400.0,38913.043478260865,mid-age,1,0
bangalore,manual,2,toyota,toyota fortuner,2014,4x2 manual,1775000.0,2014,diesel,73000,2982,13.0,10,1.3,1290725.0,136538.46153846153,old,0,1
bangalore,manual,1,maruti,maruti celerio,2017,vxi optional mt bsiv,466000.0,2017,petrol,41436,998,23.1,7,3.3000000000000003,506751.9858898498,20173.160173160173,mid-age,1,0
bangalore,manual,2,honda,honda city,2019,i-vtec v,924000.0,2019,petrol,19024,1497,17.4,5,3.4799999999999995,625329.2089728453,53103.44827586207,mid-age,0,1
bangalore,manual,1,mahindra,mahindra xylo,2016,h8,775000.0,2016,diesel,73000,2179,14.02,8,1.7525,979000.0,55278.17403708987,old,0,0
bangalore,manual,2,maruti,maruti alto 800,2020,vxi plus bsvi,378000.0,2020,petrol,73140,796,22.05,4,5.5125,506751.9858898498,17142.85714285714,mid-age,1,1
bangalore,manual,1,maruti,maruti swift,2015,vxi,555000.0,2015,petrol,29289,1197,22.38,9,2.4866666666666664,506751.9858898498,24798.92761394102,old,1,0
bangalore,automatic,1,honda,honda city,2016,i vtec cvt vx,899000.0,2016,petrol,39116,1497,18.0,8,2.25,625329.2089728453,49944.444444444445,old,0,0
bangalore,manual,1,maruti,maruti alto 800,2019,lxi opt bsiv,370000.0,2019,petrol,41958,796,24.7,5,4.9399999999999995,506751.9858898498,14979.757085020243,mid-age,1,0
bangalore,manual,1,honda,honda wr-v,2018,i-vtec s,810000.0,2018,petrol,26626,1199,17.5,6,2.9166666666666665,625329.2089728453,46285.71428571428,mid-age,0,0
bangalore,automatic,1,honda,honda jazz,2019,vx cvt,774000.0,2019,petrol,63460,1199,18.2,5,3.6399999999999997,625329.2089728453,42527.47252747253,mid-age,0,0
bangalore,manual,1,hyundai,hyundai santro,2019,sportz bsiv,530000.0,2019,petrol,35711,1086,20.3,5,4.0600000000000005,607984.020282729,26108.374384236453,mid-age,0,0
bangalore,manual,1,honda,honda wr-v,2020,vx,945000.0,2020,petrol,20057,1199,16.5,4,4.125,625329.2089728453,57272.72727272727,mid-age,0,0
bangalore,manual,1,tata,tata altroz,2020,xz bsvi,880000.0000000001,2020,petrol,25396,1199,19.33,4,4.8325,771862.8305882353,45525.0905328505,mid-age,0,0
bangalore,manual,1,hyundai,hyundai i20,2013,asta 1.4 crdi,525000.0,2013,diesel,88000,1396,21.27,11,1.9336363636363636,607984.020282729,24682.65162200282,old,0,0
bangalore,automatic,1,jeep,jeep compass,2019,1.4 limited plus,1605000.0,2019,petrol,62000,1368,14.1,5,2.82,1925178.5714285714,113829.78723404255,mid-age,0,0
bangalore,manual,1,honda,honda city,2020,vx mt,1170000.0,2020,petrol,35993,1498,18.6,4,4.65,625329.2089728453,62903.225806451606,mid-age,0,0
bangalore,automatic,1,hyundai,hyundai grand i10,2017,1.2 kappa sportz option at,650000.0,2017,petrol,34000,1197,18.9,7,2.6999999999999997,607984.020282729,34391.53439153439,mid-age,0,0
bangalore,manual,1,honda,honda wr-v,2019,i-vtec vx,875000.0,2019,petrol,51338,1199,17.5,5,3.5,625329.2089728453,50000.0,mid-age,0,0
bangalore,manual,1,hyundai,hyundai grand i10,2015,sportz,500000.0,2016,petrol,74280,1197,18.9,8,2.3625,607984.020282729,26455.02645502646,old,0,0
bangalore,automatic,1,land rover,land rover range rover sport,2019,3.0 d se,9500000.0,2020,diesel,82000,2993,12.65,4,3.1625,4437595.238095238,750988.1422924901,mid-age,0,0
bangalore,automatic,1,audi,audi a6,2015,35 tdi technology,2195000.0,2015,diesel,63773,1968,17.68,9,1.9644444444444444,2360864.5161290322,124151.58371040724,old,0,0
bangalore,manual,2,hyundai,hyundai grand i10,2015,sportz,395000.0,2016,petrol,101356,1197,18.9,8,2.3625,607984.020282729,20899.4708994709,old,0,1
bangalore,manual,1,maruti,maruti alto 800,2020,lxi opt s-cng bsvi,421000.0,2020,cng,75591,796,31.59,4,7.8975,506751.9858898498,13327.002215891105,mid-age,1,0
bangalore,automatic,1,hyundai,hyundai creta,2017,1.6 vtvt at sx plus,1300000.0,2017,petrol,72208,1591,13.0,7,1.8571428571428572,607984.020282729,100000.0,mid-age,0,0
bangalore,manual,1,maruti,maruti swift,2014,vxi,490000.00000000006,2014,petrol,51489,1197,22.38,10,2.238,506751.9858898498,21894.54870420018,old,1,0
bangalore,automatic,1,maruti,maruti ignis,2017,1.2 amt zeta bsiv,520000.0,2017,petrol,74643,1197,20.89,7,2.9842857142857144,506751.9858898498,24892.29296314026,mid-age,0,0
bangalore,automatic,2,bmw,bmw x5,2008,xdrive 30d,1450000.0,2008,diesel,44000,2993,15.3,16,0.95625,3330939.5604395606,94771.24183006535,old,0,1
bangalore,automatic,1,honda,honda jazz,2017,1.2 v at i vtec,616000.0,2017,petrol,79575,1199,19.0,7,2.7142857142857144,625329.2089728453,32421.052631578947,mid-age,0,0
bangalore,manual,1,honda,honda wr-v,2018,i-vtec vx,825000.0,2018,petrol,54097,1199,17.5,6,2.9166666666666665,625329.2089728453,47142.857142857145,mid-age,0,0
bangalore,manual,2,honda,honda city,2018,i-vtec vx,838000.0000000001,2018,petrol,35288,1497,17.4,6,2.9,625329.2089728453,48160.919540229894,mid-age,0,1
bangalore,automatic,1,maruti,maruti swift,2019,vxi amt,618000.0,2019,petrol,70314,1197,22.56,5,4.512,506751.9858898498,27393.617021276597,mid-age,1,0
bangalore,manual,2,renault,renault duster,2017,110ps diesel rxz awd,875000.0,2017,diesel,96939,1461,19.72,7,2.817142857142857,535356.2091503268,44371.1967545639,mid-age,0,1
bangalore,manual,2,nissan,nissan micra,2010,xe,390000.0,2010,petrol,44824,1198,18.06,14,1.2899999999999998,579320.5128205129,21594.68438538206,old,0,1
bangalore,manual,2,toyota,toyota innova,2014,2.5 z diesel 7 seater,1349000.0,2014,diesel,169219,2494,12.99,10,1.299,1290725.0,103849.11470361816,old,0,1
bangalore,manual,2,honda,honda city,2012,e,500000.0,2012,petrol,92673,1497,16.8,12,1.4000000000000001,625329.2089728453,29761.90476190476,old,0,1
bangalore,automatic,2,mercedes-benz,mercedes-benz gl-class,2014,350 cdi blue efficiency,4100000.0,2014,diesel,79000,2987,11.3,10,1.1300000000000001,3530416.6666666665,362831.85840707965,old,0,1
bangalore,automatic,1,jeep,jeep compass,2020,2.0 longitude at,2190000.0,2020,diesel,20183,1956,17.1,4,4.275,1925178.5714285714,128070.17543859647,mid-age,0,0
bangalore,automatic,1,toyota,toyota yaris,2018,j cvt bsiv,795000.0,2018,petrol,77130,1496,17.8,6,2.966666666666667,1290725.0,44662.9213483146,mid-age,0,0
bangalore,automatic,1,ford,ford ecosport,2017,1.5 petrol titanium plus at,775000.0,2017,petrol,45000,1496,14.7,7,2.1,732400.0,52721.08843537415,mid-age,0,0
bangalore,automatic,2,maruti,maruti baleno,2017,zeta cvt,745000.0,2017,petrol,27025,1197,19.56,7,2.794285714285714,506751.9858898498,38087.9345603272,mid-age,0,1
bangalore,manual,1,kia,kia seltos,2019,gtk,1125000.0,2019,petrol,105153,1353,16.1,5,3.22,1450737.1794871795,69875.77639751552,mid-age,0,0
