city,transmission,owner_no,brand,model,model_year,variant_name,price,registered_year,fuel_type,kms_driven,mileage_kmpl,engine_cc
chennai,automatic,2,honda,honda city,2014,i vtec cvt vx,680000.0,2014,petrol,36408.0,18.0,1497
chennai,manual,1,maruti,maruti ertiga,2017,shvs zdi,985000.0,2017,diesel,60000.0,24.52,1248
chennai,manual,2,hyundai,hyundai i10,2014,magna,340000.0,2014,petrol,61696.0,20.36,1197
chennai,manual,1,tata,tata indica,2007,dls,100000.0,2007,diesel,110000.0,17.2,1396
chennai,manual,1,maruti,maruti celerio,2015,vxi,365000.0,2015,petrol,85223.0,23.1,998
chennai,manual,1,toyota,toyota innova,2012,2.5 vx (diesel) 8 seater bs iv,1050000.0,2012,diesel,120000.0,12.99,2494
chennai,manual,2,tata,tata indigo,2013,vx bsiv,183000.0,2013,diesel,110000.0,25.0,1396
chennai,manual,1,volkswagen,volkswagen polo,2016,1.2 mpi highline,660000.0,2016,petrol,33961.0,16.2,1199
chennai,manual,2,honda,honda amaze,2014,vx i-vtech,403000.0,2014,petrol,76597.0,18.0,1198
chennai,manual,3,maruti,maruti baleno,2017,1.2 alpha,563000.0,2017,petrol,36573.0,21.4,1197
chennai,automatic,1,maruti,maruti wagon r,2016,amt vxi option,436000.00000000006,2016,petrol,45636.0,20.51,998
chennai,automatic,1,maruti,maruti ciaz,2017,at zxi,681000.0,2017,petrol,58698.0,19.12,1373
chennai,manual,1,maruti,maruti wagon r,2023,vxi bsvi,590000.0,2023,petrol,10000.0,24.35,998
chennai,manual,1,maruti,maruti baleno,2016,1.3 alpha,632000.0,2016,diesel,77603.0,27.39,1248
chennai,automatic,1,maruti,maruti vitara brezza,2019,zdi plus amt dual tone,890000.0,2019,diesel,60000.0,24.3,1248
chennai,automatic,2,honda,honda amaze,2018,v cvt diesel bsiv,726000.0,2018,diesel,65675.0,23.8,1498
chennai,manual,1,maruti,maruti swift dzire,2015,vdi,551000.0,2015,diesel,120797.0,26.59,1248
chennai,automatic,1,hyundai,hyundai i20,2019,asta option cvt bsiv,850000.0,2019,petrol,10000.0,17.4,1197
chennai,manual,2,maruti,maruti alto k10,2018,vxi,382000.0,2018,petrol,18228.0,23.95,998
chennai,manual,1,maruti,maruti swift dzire,2017,ldi,765000.0,2017,diesel,33654.0,19.3,1248
chennai,manual,2,maruti,maruti zen estilo,2010,vxi bsiv,195000.0,2010,petrol,61633.0,19.0,998
chennai,manual,1,renault,renault kwid,2018,1.0 rxt optional,390000.0,2018,petrol,45333.0,23.01,999
chennai,manual,1,hyundai,hyundai grand i10,2018,1.2 crdi magna,480000.0,2019,diesel,63670.0,24.0,1186
chennai,manual,1,maruti,maruti swift,2013,zdi,455000.0,2013,diesel,95535.0,22.9,1248
chennai,automatic,1,toyota,toyota innova crysta,2016,2.8 zx at bsiv,1750000.0,2016,diesel,175000.0,11.36,2755
chennai,manual,2,volkswagen,volkswagen polo,2015,1.5 tdi highline,520000.0,2015,diesel,80000.0,20.14,1498
chennai,manual,2,honda,honda wr-v,2017,i-vtec vx,782000.0,2017,petrol,42375.0,17.5,1199
chennai,manual,2,hyundai,hyundai xcent,2018,1.2 crdi sx,611000.0,2018,diesel,63155.0,25.4,1186
chennai,manual,2,toyota,toyota fortuner,2015,4x2 manual,1700000.0,2015,diesel,85000.0,13.0,2982
chennai,manual,1,maruti,maruti swift dzire,2014,vdi,515000.00000000006,2014,diesel,106121.0,23.4,1248
chennai,manual,1,maruti,maruti swift,2022,vxi,679000.0,2022,petrol,51012.0,22.38,1197
chennai,manual,1,maruti,maruti swift dzire,2012,lxi,409999.99999999994,2012,petrol,62930.0,19.0,1197
chennai,manual,1,mahindra,mahindra tuv 300,2019,t10,798000.0,2019,diesel,111242.0,18.49,1493
chennai,manual,1,kia,kia sonet,2022,htk plus,944999.9999999999,2022,petrol,16000.0,18.4,1197
chennai,manual,1,renault,renault duster,2018,110ps diesel rxz,885000.0,2018,diesel,72898.0,19.6,1461
chennai,manual,1,hyundai,hyundai i20,2018,1.2 spotz,574000.0,2018,petrol,97326.0,18.6,1197
chennai,manual,1,honda,honda wr-v,2018,i-dtec vx,710000.0,2018,diesel,1870.0,25.5,1498
chennai,automatic,1,hyundai,hyundai santro,2022,sportz amt,620000.0,2022,petrol,10000.0,20.3,1086
chennai,manual,1,chevrolet,chevrolet beat,2016,diesel ls,225000.0,2016,diesel,110000.0,25.44,936
chennai,manual,1,maruti,maruti ignis,2017,1.2 delta bsiv,500000.0,2017,petrol,20000.0,20.89,1197
chennai,manual,1,hyundai,hyundai creta,2018,1.6 crdi sx plus,1150000.0,2018,diesel,70000.0,19.67,1582
chennai,manual,1,datsun,datsun redigo,2018,t option,285000.0,2018,petrol,30000.0,22.7,799
chennai,manual,1,honda,honda city,2015,i vtec sv,445000.0,2015,petrol,167332.0,17.4,1497
chennai,manual,2,honda,honda city,2015,vx mt,550000.0,2015,petrol,71887.0,17.4,1497
chennai,manual,2,ford,ford figo,2011,diesel exi,200000.0,2011,diesel,100000.0,20.0,1399
chennai,automatic,2,skoda,skoda kushaq,2021,1.0 tsi style at bsvi,1300000.0,2021,petrol,20000.0,17.2,999
chennai,manual,2,renault,renault duster,2018,1.5 petrol rxe,678000.0,2018,petrol,61426.0,14.19,1498
chennai,manual,2,toyota,toyota etios liva,2012,g,310000.0,2012,petrol,121735.0,18.3,1197
chennai,manual,1,maruti,maruti swift,2013,vdi,430999.99999999994,2013,diesel,71195.0,22.9,1248
chennai,automatic,1,volkswagen,volkswagen vento,2016,1.2 tsi highline at,728000.0,2016,petrol,91700.0,18.19,1197
chennai,manual,1,maruti,maruti alto k10,2015,vxi,225000.0,2015,petrol,132724.0,23.95,998
chennai,manual,1,maruti,maruti vitara brezza,2016,zdi,861000.0,2016,diesel,59232.0,24.3,1248
chennai,automatic,1,volkswagen,volkswagen polo,2017,gt tsi,780000.0,2017,petrol,55023.0,17.21,1197
chennai,manual,1,hyundai,hyundai creta,2020,sx diesel bsvi,1478000.0,2020,diesel,58323.0,18.5,1493
chennai,manual,2,mahindra,mahindra tuv 300,2016,t8,695000.0,2016,diesel,73498.0,18.49,1493
chennai,manual,1,maruti,maruti vitara brezza,2018,vdi,800000.0,2018,diesel,52743.0,24.3,1248
chennai,manual,2,hyundai,hyundai verna,2012,1.6 crdi,420000.0,2012,diesel,100000.0,22.32,1582
chennai,manual,1,maruti,maruti swift,2011,1.2 vxi bsii,290000.0,2011,petrol,111350.0,16.1,1197
chennai,manual,1,skoda,skoda octavia,2005,classic 1.9 tdi mt,100000.0,2005,diesel,150000.0,18.7,1896
chennai,manual,1,tata,tata tiago,2022,xt cng bsvi,650000.0,2022,cng,20000.0,26.49,1199
chennai,manual,1,ford,ford aspire,2017,1.5 tdci titanium,500000.0,2017,diesel,63134.0,25.83,1498
chennai,automatic,1,honda,honda city,2019,v cvt,790000.0,2019,petrol,89547.0,17.4,1497
chennai,manual,1,ford,ford ecosport,2018,1.5 diesel titanium plus,900000.0,2018,diesel,25000.0,21.7,1498
chennai,manual,2,volkswagen,volkswagen polo,2016,1.2 mpi highline,568000.0,2016,petrol,61583.0,16.2,1199
chennai,manual,1,honda,honda amaze,2015,sx i-dtec,461000.00000000006,2015,diesel,102002.0,25.8,1498
chennai,manual,2,maruti,maruti wagon r,2016,vxi,400000.0,2016,petrol,38980.0,18.9,998
chennai,automatic,1,hyundai,hyundai elantra,2017,2.0 sx option at,983000.0,2018,petrol,108463.0,14.62,1999
chennai,manual,1,honda,honda wr-v,2017,i-vtec vx,739000.0,2017,petrol,30033.0,17.5,1199
chennai,manual,1,renault,renault kwid,2016,rxt,340000.0,2016,petrol,29084.0,25.17,799
chennai,manual,3,maruti,maruti celerio,2016,vxi optional,366000.0,2016,petrol,69437.0,23.1,998
chennai,manual,2,honda,honda new accord,2009,2.4 mt,300000.0,2009,petrol,70000.0,12.8,2354
chennai,manual,3,maruti,maruti swift,2013,vxi,368000.0,2013,petrol,88122.0,22.38,1197
chennai,manual,2,volkswagen,volkswagen vento,2011,petrol highline,346000.0,2011,petrol,98263.0,15.04,1598
chennai,manual,2,honda,honda jazz,2016,1.2 sv i vtec,450000.0,2016,petrol,73674.0,18.7,1199
chennai,manual,1,maruti,maruti celerio,2016,zxi,450000.0,2016,petrol,37718.0,23.1,998
chennai,manual,1,honda,honda jazz,2016,1.5 vx i dtec,590000.0,2016,diesel,66030.0,27.3,1498
chennai,manual,1,hyundai,hyundai santro xing,2006,xo erlx euro ii,185000.0,2006,petrol,72110.0,17.0,1086
chennai,manual,1,honda,honda city,2008,1.5 e mt,200000.0,2008,petrol,100000.0,17.0,1497
chennai,manual,1,hyundai,hyundai grand i10,2013,sportz,300000.0,2013,petrol,10000.0,18.9,1197
chennai,manual,1,maruti,maruti ritz,2010,vxi,150000.0,2010,petrol,20000.0,21.1,1197
chennai,manual,3,maruti,maruti versa,2002,dx2 8-seater bsiii,80000.0,2002,petrol,90000.0,11.3,1298
chennai,manual,4,fiat,fiat punto,2014,1.2 active,180000.0,2014,petrol,90000.0,15.7,1172
chennai,automatic,1,toyota,toyota glanza,2020,v cvt,843000.0,2020,petrol,56118.0,19.56,1197
chennai,manual,1,hyundai,hyundai i10,2012,magna,300000.0,2013,petrol,93968.0,20.36,1197
chennai,manual,1,hyundai,hyundai grand i10 nios,2021,sportz,560000.0,2021,petrol,30000.0,20.7,1197
chennai,manual,2,volkswagen,volkswagen polo,2020,1.0 mpi comfortline,744000.0,2020,petrol,41364.0,17.74,999
chennai,automatic,2,honda,honda city,2013,1.5 s at,419000.00000000006,2013,petrol,108898.0,16.8,1497
chennai,manual,1,kia,kia seltos,2020,htx g,1369000.0,2020,petrol,35589.0,16.8,1497
chennai,manual,1,mitsubishi,mitsubishi lancer,2003,1.5 glxi,90000.0,2003,petrol,150000.0,13.7,1468
chennai,manual,1,hyundai,hyundai i10,2016,magna 1.1l,380000.0,2016,petrol,41514.0,19.81,1086
chennai,manual,1,renault,renault triber,2021,rxl bsvi,661000.0,2021,petrol,27925.0,20.0,999
chennai,manual,2,mahindra,mahindra kuv 100,2017,mfalcon g80 k8,320000.0,2017,petrol,40000.0,18.15,1198
chennai,manual,2,hyundai,hyundai eon,2014,era plus,200000.0,2014,petrol,60000.0,21.1,814
chennai,manual,5,hyundai,hyundai verna,2008,1.6 i abs,145000.0,2008,petrol,90000.0,13.9,1599
chennai,manual,3,volkswagen,volkswagen polo,2013,1.2 mpi highline,325000.0,2013,petrol,65744.0,16.47,1198
chennai,automatic,4,maruti,maruti a-star,2011,at vxi,200000.0,2011,petrol,80000.0,16.98,998
chennai,automatic,2,maruti,maruti ertiga,2020,vxi at,1025000.0,2020,petrol,30000.0,17.99,1462
chennai,manual,3,tata,tata indica,2007,dls,50000.0,2007,diesel,60000.0,17.2,1396
chennai,automatic,1,skoda,skoda kushaq,2022,1.0 tsi ambition at bsvi,1300000.0,2022,petrol,20000.0,17.2,999
chennai,manual,3,volkswagen,volkswagen vento,2012,ipl ii petrol highline,231999.99999999997,2012,petrol,90000.0,15.8,1598
chennai,manual,1,volkswagen,volkswagen taigun,2021,1.5 tsi gt plus bsvi,1639000.0,2022,petrol,18655.0,17.88,1498
chennai,manual,1,tata,tata tiago,2020,xt bsvi,536000.0,2020,petrol,51578.0,19.01,1199
chennai,manual,1,ford,ford figo,2012,1.5d titanium mt,229999.99999999997,2012,diesel,113000.0,25.83,1498
chennai,manual,1,renault,renault kwid,2016,rxt,357000.0,2016,petrol,27861.0,25.17,799
chennai,manual,1,maruti,maruti ciaz,2020,sigma bsiv,786000.0,2020,petrol,20419.0,21.56,1462
chennai,manual,2,volkswagen,volkswagen vento,2013,1.6 highline bsiv,409999.99999999994,2013,petrol,49165.0,16.09,1598
chennai,manual,2,honda,honda wr-v,2018,edge edition i-vtec s,607000.0,2018,petrol,38309.0,17.5,1199
chennai,automatic,1,toyota,toyota urban cruiser,2022,premium at,1150000.0,2022,petrol,12000.0,18.76,1462
chennai,automatic,1,honda,honda jazz,2017,1.2 v at i vtec,684000.0,2017,petrol,27872.0,19.0,1199
chennai,manual,1,renault,renault kwid,2022,rxl,451000.0,2022,petrol,14023.0,22.25,799
chennai,manual,1,maruti,maruti ertiga,2019,zxi plus petrol,985000.0,2019,petrol,30000.0,19.34,1462
chennai,manual,1,tata,tata nexon,2021,xe diesel,800000.0,2021,diesel,30000.0,21.5,1497
chennai,manual,2,hyundai,hyundai verna,2012,1.6 crdi sx,450000.0,2012,diesel,116377.0,23.9,1582
chennai,manual,1,volkswagen,volkswagen polo,2021,diesel comfortline 1.2l,785000.0,2021,diesel,13109.0,22.07,1199
chennai,manual,1,ford,ford aspire,2015,1.5 tdci ambiente,415000.00000000006,2015,diesel,67500.0,25.83,1498
chennai,manual,1,hyundai,hyundai santro xing,2007,xl,150000.0,2007,petrol,84169.0,17.7235294117647,1086
chennai,automatic,2,audi,audi a3,2016,35 tdi premium,1500000.0,2016,diesel,50000.0,20.38,1968
chennai,manual,3,ford,ford figo,2011,petrol zxi,170000.0,2011,petrol,80000.0,15.6,1196
chennai,manual,1,maruti,maruti ertiga,2022,vxi,1000000.0,2022,petrol,14475.0,16.02,1373
chennai,automatic,3,hyundai,hyundai grand i10 nios,2020,amt sportz,570000.0,2020,petrol,20000.0,20.7,1197
chennai,automatic,1,maruti,maruti baleno,2018,1.2 cvt alpha,638000.0,2019,petrol,53631.0,21.4,1197
chennai,automatic,1,ford,ford ecosport,2018,1.5 petrol trend plus at bsiv,674000.0,2018,petrol,92562.0,14.8,1497
chennai,manual,3,maruti,maruti sx4,2010,zxi bsiii,200000.0,2010,petrol,90000.0,15.0,1586
chennai,manual,1,maruti,maruti alto 800,2021,vxi bsvi,433000.0,2021,petrol,24690.0,22.05,796
chennai,automatic,1,renault,renault kwid,2020,1.0 rxt amt opt,518000.0,2020,petrol,15915.0,22.0,999
chennai,manual,2,ford,ford figo,2011,diesel titanium,175000.0,2011,diesel,100000.0,20.0,1399
chennai,manual,1,renault,renault kiger,2021,rxz turbo,840000.0,2021,petrol,36390.0,20.5,999
chennai,manual,1,maruti,maruti ritz,2012,vxi,295000.0,2012,petrol,9112.0,21.1,1197
chennai,automatic,1,ford,ford figo,2021,titanium plus at,740000.0,2021,petrol,13923.0,16.0,1194
chennai,manual,1,maruti,maruti celerio,2017,zxi,520000.0,2017,petrol,58263.0,25.24,998
chennai,manual,1,maruti,maruti eeco,2021,7 seater std 2020-2022,470000.0,2021,petrol,20000.0,16.11,1196
chennai,manual,3,maruti,maruti ritz,2015,ldi,200000.0,2015,diesel,80000.0,23.2,1248
chennai,manual,1,maruti,maruti swift,2013,ldi,395000.0,2013,diesel,65991.0,22.9,1248
chennai,manual,1,mahindra,mahindra kuv 100 nxt,2016,d75 k6 plus,350000.0,2016,diesel,13397.0,25.32,1198
chennai,automatic,2,maruti,maruti ciaz,2015,at vxi plus,550000.0,2015,petrol,57121.0,19.12,1373
chennai,manual,1,tata,tata zest,2015,revotron 1.2t xe,400000.0,2016,petrol,70418.0,17.57,1193
chennai,automatic,1,honda,honda amaze,2019,s cvt petrol bsiv,640000.0,2019,petrol,22421.0,19.0,1199
chennai,manual,1,tata,tata indica,2009,terra 1.4 tdi,135000.0,2009,diesel,83045.0,17.0,1405
chennai,manual,1,hyundai,hyundai i10,2008,magna 1.2,170000.0,2008,petrol,86715.0,20.36,1197
chennai,manual,1,hyundai,hyundai i10,2008,magna 1.1,195000.0,2008,petrol,77032.0,19.81,1086
chennai,manual,1,datsun,datsun redigo,2019,a,312000.0,2019,petrol,21614.0,22.7,799
chennai,manual,1,maruti,maruti alto 800,2020,lxi opt bsvi,383000.0,2020,petrol,35375.0,22.05,796
chennai,manual,1,volkswagen,volkswagen vento,2010,diesel highline,310000.0,2010,diesel,89545.0,20.54,1598
chennai,manual,1,hyundai,hyundai i20,2019,sportz plus bsiv,590000.0,2019,petrol,83298.0,18.6,1197
chennai,automatic,1,maruti,maruti ignis,2022,alpha amt bsvi,758000.0,2022,petrol,33250.0,20.89,1197
chennai,manual,2,honda,honda jazz,2015,v,480000.0,2015,petrol,75000.0,18.2,1199
chennai,manual,1,ford,ford ecosport,2018,1.5 diesel titanium bsiv,794000.0,2018,diesel,87026.0,23.0,1498
chennai,manual,2,honda,honda city,2020,vx mt,1069000.0,2020,petrol,37294.0,18.6,1498
chennai,manual,1,renault,renault kwid,2016,rxt,327000.0,2017,petrol,65840.0,25.17,799
chennai,manual,1,honda,honda amaze,2015,s petrol,425000.0,2015,petrol,62865.0,18.6,1199
chennai,manual,1,mahindra,mahindra kuv 100 nxt,2017,d75 k6 plus,434999.99999999994,2017,diesel,62442.0,25.32,1198
chennai,manual,2,volkswagen,volkswagen vento,2014,1.6 highline,330000.0,2014,petrol,154931.0,15.04,1598
chennai,manual,1,honda,honda city,2017,vx mt,800000.0,2017,petrol,63318.0,17.4,1497
chennai,manual,1,honda,honda city,2017,1.5 v mt exclusive,750000.0,2017,petrol,47146.0,17.0,1497
chennai,automatic,1,hyundai,hyundai grand i10,2016,1.2 kappa magna at,495000.0,2016,petrol,17797.0,18.9,1197
chennai,manual,1,maruti,maruti swift,2015,vxi,475000.0,2015,petrol,52802.0,18.6,1197
chennai,manual,2,honda,honda wr-v,2018,i-dtec vx,700000.0,2018,diesel,46830.0,25.5,1498
chennai,manual,1,ford,ford ecosport,2018,1.5 petrol titanium bsiv,785000.0,2018,petrol,70038.0,17.0,1497
chennai,manual,1,tata,tata altroz,2021,xz plus turbo bsvi,795000.0,2021,petrol,15957.0,18.05,1199
chennai,manual,2,honda,honda amaze,2014,s petrol,415000.00000000006,2014,petrol,63860.0,18.6,1199
chennai,automatic,1,maruti,maruti swift dzire,2017,amt zxi plus,660000.0,2017,petrol,51252.0,21.21,1197
chennai,automatic,2,ford,ford ecosport,2015,1.5 ti vct at titanium bsiv,543000.0,2015,petrol,56071.0,15.63,1499
chennai,manual,1,honda,honda jazz,2017,1.5 sv i dtec,650000.0,2017,diesel,38100.0,27.3,1498
chennai,automatic,3,mahindra,mahindra xuv500,2017,at w10 1.99 mhawk,1129000.0,2017,diesel,87634.0,16.0,1997
chennai,manual,1,hyundai,hyundai i10,2010,magna,270000.0,2010,petrol,14424.0,20.36,1197
chennai,automatic,2,tata,tata tigor,2018,xza,557000.0,2019,petrol,39542.0,20.3,1199
chennai,manual,2,hyundai,hyundai grand i10,2016,sportz,441000.0,2016,petrol,114507.0,18.9,1197
chennai,manual,1,fiat,fiat punto pure,2015,1.3l advanced multi-jet,340000.0,2015,diesel,67129.0,20.3,1248
chennai,manual,1,volkswagen,volkswagen polo,2021,1.0 tsi highline plus,1000000.0,2021,petrol,35405.0,18.24,999
chennai,manual,1,volkswagen,volkswagen polo,2010,diesel comfortline 1.2l,295000.0,2010,diesel,62992.0,22.07,1199
chennai,manual,1,hyundai,hyundai santro xing,2009,gls,165000.0,2009,petrol,94241.0,17.92,1086
chennai,manual,2,tata,tata indica,2013,elx,149000.0,2013,diesel,101423.0,25.0,1396
chennai,manual,1,toyota,toyota etios,2013,g,475000.0,2013,petrol,21647.0,17.6,1496
chennai,manual,4,nissan,nissan micra,2010,xv,135000.0,2011,petrol,78210.0,18.06,1198
chennai,manual,1,hyundai,hyundai grand i10,2015,sportz,430000.0,2015,petrol,39922.0,18.9,1197
chennai,manual,2,maruti,maruti wagon r,2017,vxi,375000.0,2017,petrol,61372.0,21.79,998
chennai,manual,1,hyundai,hyundai i10,2008,era,145000.0,2008,petrol,60250.0,19.81,1086
chennai,automatic,3,hyundai,hyundai grand i10,2014,at asta,398000.0,2014,petrol,91617.0,18.9,1197
chennai,automatic,1,hyundai,hyundai i20 n line,2021,n8 dct dual tone bsvi,1076000.0,2021,petrol,23899.0,20.25,998
chennai,manual,1,maruti,maruti swift,2015,vxi,430000.0,2015,petrol,89000.0,21.21,1197
chennai,automatic,2,maruti,maruti celerio,2017,vxi optional amt bsiv,400000.0,2017,petrol,97445.0,23.1,998
chennai,manual,2,hyundai,hyundai i10,2012,magna,287000.0,2012,petrol,69680.0,20.36,1197
chennai,manual,1,hyundai,hyundai i20,2014,1.2 asta,495000.0,2014,petrol,87431.0,18.6,1197
chennai,manual,1,hyundai,hyundai eon,2015,era plus,298000.0,2015,petrol,98204.0,21.1,814
chennai,manual,1,honda,honda mobilio,2014,v i-dtec,425000.0,2014,diesel,161471.0,24.2,1498
chennai,manual,2,honda,honda city,2012,v mt,430999.99999999994,2012,petrol,108338.0,16.8,1497
chennai,manual,1,hyundai,hyundai i20,2016,asta option 1.2,577000.0,2016,petrol,47045.0,18.6,1197
chennai,automatic,1,tata,tata tigor,2018,1.2 revotron xta,600000.0,2019,petrol,18079.0,20.3,1199
chennai,manual,1,hyundai,hyundai i10,2009,era,225000.0,2009,petrol,44985.0,19.81,1086
chennai,manual,1,maruti,maruti ciaz,2017,zdi,675000.0,2017,diesel,84095.0,26.21,1248
chennai,manual,1,jeep,jeep compass,2020,2.0 sport plus bsiv,1475000.0,2020,diesel,50520.0,17.1,1956
chennai,manual,3,mahindra renault,mahindra renault logan,2010,1.5 dls bsiv abs diesel,145000.0,2010,diesel,82124.0,19.2,1461
chennai,manual,2,hyundai,hyundai santro xing,2005,xo,100000.0,2005,petrol,91644.0,17.0,1086
chennai,manual,4,hyundai,hyundai santro xing,2005,xo,70000.0,2005,petrol,100658.0,17.0,1086
chennai,automatic,1,honda,honda amaze,2018,s cvt i-vtec,750000.0,2018,petrol,3228.0,18.1,1199
chennai,manual,1,tata,tata indigo,2010,glx,150000.0,2010,petrol,41516.0,15.64,1193
chennai,manual,2,chevrolet,chevrolet beat,2012,diesel ls,195000.0,2012,diesel,86147.0,25.44,936
chennai,manual,3,honda,honda city,2010,1.5 v mt,364000.0,2010,petrol,101566.0,17.0,1497
chennai,manual,1,skoda,skoda rapid,2018,1.5 tdi ambition bsiv,729000.0,2018,diesel,73139.0,21.13,1498
chennai,automatic,1,honda,honda amaze,2019,v cvt diesel,840000.0,2019,diesel,16787.0,21.0,1498
chennai,automatic,2,skoda,skoda rapid,2016,1.6 mpi at elegance,680000.0,2016,petrol,99715.0,14.3,1598
chennai,manual,1,datsun,datsun go plus,2018,t,413999.99999999994,2019,petrol,44386.0,19.02,1198
chennai,manual,1,volkswagen,volkswagen polo,2014,petrol highline 1.6l,380000.0,2014,petrol,56200.0,15.26,1598
chennai,manual,1,datsun,datsun go plus,2018,t,428000.0,2018,petrol,17003.0,19.02,1198
chennai,automatic,1,hyundai,hyundai grand i10,2014,at asta,465000.00000000006,2014,petrol,44632.0,18.9,1197
chennai,automatic,1,hyundai,hyundai creta,2018,1.6 vtvt at sx plus,1034000.0,2018,petrol,32091.0,13.0,1591
chennai,automatic,2,renault,renault triber,2021,rxz easy-r amt bsvi,772000.0,2021,petrol,22740.0,18.2,999
chennai,manual,1,volkswagen,volkswagen ameo,2018,1.2 mpi highline,450000.0,2018,petrol,95495.0,17.0,1198
chennai,manual,2,hyundai,hyundai verna,2010,1.6 vtvt,210000.0,2010,petrol,122533.0,17.01,1591
chennai,manual,1,maruti,maruti swift dzire,2013,vxi bsvi,409999.99999999994,2013,petrol,55320.0,22.41,1197
chennai,manual,1,hyundai,hyundai i20,2012,sportz 1.4 crdi,325000.0,2012,diesel,68459.0,21.9,1396
chennai,manual,1,honda,honda amaze,2016,s petrol,450000.0,2016,petrol,14195.0,18.6,1199
chennai,manual,1,hyundai,hyundai i20,2012,sportz 1.2,280000.0,2012,petrol,67900.0,18.6,1197
chennai,automatic,1,maruti,maruti wagon r,2017,amt vxi,409999.99999999994,2017,petrol,47756.0,20.51,998
chennai,automatic,1,hyundai,hyundai grand i10,2016,at asta,520000.0,2016,petrol,42856.0,18.9,1197
chennai,manual,1,volkswagen,volkswagen polo,2014,1.5 tdi comfortline,560000.0,2014,diesel,43000.0,20.14,1498
chennai,manual,2,toyota,toyota yaris,2019,j,702000.0,2019,petrol,27652.0,17.1,1496
chennai,manual,1,renault,renault triber,2021,rxl bsvi,656000.0,2021,petrol,23539.0,20.0,999
chennai,manual,1,maruti,maruti ciaz,2015,vxi,525000.0,2015,petrol,50000.0,20.73,1373
chennai,manual,2,maruti,maruti alto k10,2017,vxi,357000.0,2017,petrol,18861.0,24.39,998
chennai,manual,1,maruti,maruti swift,2017,vxi optional,512000.0,2017,petrol,41138.0,20.4,1197
chennai,manual,1,hyundai,hyundai i10,2012,era,250000.0,2012,petrol,55039.0,19.81,1086
chennai,manual,2,hyundai,hyundai i20,2018,asta option bsiv,700000.0,2018,petrol,41361.0,18.6,1197
chennai,manual,1,ford,ford ecosport,2015,1.5 diesel trend bsiv,535000.0,2015,diesel,81037.0,23.0,1498
chennai,automatic,2,honda,honda jazz,2017,1.2 v at i vtec,641000.0,2018,petrol,28897.0,19.0,1199
chennai,manual,2,mahindra,mahindra kuv 100,2016,mfalcon g80 k2,339000.0,2016,petrol,46308.0,18.15,1198
chennai,manual,1,hyundai,hyundai santro xing,2009,base,170000.0,2009,petrol,80033.0,17.7235294117647,1086
chennai,manual,1,maruti,maruti wagon r,2012,vxi 1.2,310000.0,2012,petrol,100056.0,20.52,1197
chennai,manual,1,hyundai,hyundai i20,2018,asta option,725000.0,2018,petrol,90062.0,18.6,1197
chennai,manual,3,chevrolet,chevrolet optra,2005,1.6,114999.99999999999,2005,petrol,80030.0,17.4,1599
chennai,automatic,1,mahindra,mahindra tuv 300,2016,t8 amt,645000.0,2016,diesel,90042.0,18.49,1493
chennai,manual,1,maruti,maruti wagon r,2017,vxi 1.2,440000.00000000006,2017,petrol,78030.0,20.52,1197
chennai,automatic,2,bmw,bmw x3,2013,xdrive20d,1650000.0,2013,diesel,55000.0,16.09,1995
chennai,automatic,1,hyundai,hyundai santa fe,2014,2wd at,975000.0,2014,diesel,100049.0,13.01,2199
chennai,manual,1,chevrolet,chevrolet tavera,2010,3 7 seats bsiii,535000.0,2010,diesel,138033.0,14.8,2499
chennai,manual,1,datsun,datsun go plus,2018,t,433000.0,2018,petrol,14126.0,19.02,1198
chennai,manual,1,renault,renault duster,2020,rxs turbo,1044999.9999999999,2020,petrol,35464.0,16.42,1330
chennai,manual,2,mahindra ssangyong,mahindra ssangyong rexton,2013,rx5,550000.0,2013,diesel,100036.0,12.83,2696
chennai,manual,3,hyundai,hyundai grand i10,2015,sportz,411000.00000000006,2016,petrol,55161.0,18.9,1197
chennai,automatic,1,hyundai,hyundai santro,2019,sportz amt bsiv,518000.0,2019,petrol,33771.0,20.3,1086
chennai,manual,1,chevrolet,chevrolet enjoy,2016,1.3 tcdi ltz 8,525000.0,2016,diesel,75011.0,18.2,1248
chennai,manual,1,hyundai,hyundai verna,2016,1.6 sx vtvt,647000.0,2016,petrol,41659.0,17.01,1591
chennai,automatic,2,volvo,volvo s 80,2012,d5,925000.0,2012,diesel,126055.0,16.0,2400
chennai,manual,1,tata,tata tigor,2020,xz,645000.0,2020,petrol,19935.0,20.3,1199
chennai,manual,1,datsun,datsun redigo,2016,s,252999.99999999997,2016,petrol,61126.0,22.7,799
chennai,manual,2,mitsubishi,mitsubishi pajero,2012,select plus 4x4 mt,1025000.0,2012,diesel,100043.0,13.5,2477
chennai,manual,1,mitsubishi,mitsubishi pajero,2013,sport 4x4,1175000.0,2013,diesel,70034.0,13.5,2477
chennai,manual,2,volkswagen,volkswagen polo,2018,1.5 tdi highline,600000.0,2018,diesel,90068.0,20.14,1498
chennai,manual,1,hyundai,hyundai xcent,2015,1.2 kappa s option,405000.0,2015,petrol,86694.0,19.1,1197
chennai,automatic,2,mercedes-benz,mercedes-benz c-class,2011,250 cdi classic,1040000.0,2011,diesel,86000.0,15.8,2143
chennai,manual,1,maruti,maruti ciaz,2015,vxi plus,585000.0,2015,petrol,79399.0,20.73,1373
